,RS20_XLK,Flow_XLK,Momentum_XLK,Trend_XLK,RS20_XLF,Flow_XLF,Momentum_XLF,Trend_XLF,RS20_XLV,Flow_XLV,Momentum_XLV,Trend_XLV,RS20_XLE,Flow_XLE,Momentum_XLE,Trend_XLE,RS20_XLY,Flow_XLY,Momentum_XLY,Trend_XLY,RS20_XLP,Flow_XLP,Momentum_XLP,Trend_XLP,RS20_XLI,Flow_XLI,Momentum_XLI,Trend_XLI,RS20_XLB,Flow_XLB,Momentum_XLB,Trend_XLB,RS20_XLRE,Flow_XLRE,Momentum_XLRE,Trend_XLRE,RS20_XLU,Flow_XLU,Momentum_XLU,Trend_XLU,RS20_XLC,Flow_XLC,Momentum_XLC,Trend_XLC
RS20_XLRE,-0.3374937834265638,-0.12179008214142671,-0.17126155486793318,-0.19420381340099066,0.02368901830698723,-0.061719247248556985,-0.12774303349922184,-0.11086272135740965,0.2677557131647631,-0.06044507003597699,0.08418203354559238,0.11914872467732943,-0.04407027293752295,-0.09269554831212228,-0.10376582699926225,-0.1128034632554271,-0.040809591449404214,-0.06836025353566759,-0.1720553690900879,-0.15850034294608928,0.45825914064277695,0.07446946203406621,0.1549876488116564,0.20796598460134225,0.12368033618719378,-0.11013447187364157,-0.13371474498867345,-0.09230143486006714,0.22183742351933602,-0.0007300960924924185,-0.02223387802587782,-0.04356100073422156,1.0,0.23383784884948827,0.3408847311294724,0.39976572108395125,0.6333029217987901,0.18285359225765674,0.21540345562342933,0.3678201725256131,-0.13278230678796038,-0.031471171481727594,-0.15215062998671408,-0.10833232639485534
Flow_XLRE,0.04269337881623793,0.34379907190060804,0.039077141202203916,0.1239791908411577,-0.013712572030342663,0.41714252824327125,0.015828432587789976,0.11896318750604899,-0.0706732845790872,0.43281765144439655,0.07094590468165238,0.19759491679895422,-0.055018620203838846,0.1343574675294421,0.006977652182232872,0.031374923319182624,0.07929276189228171,0.4383700127339677,-0.007271050772466672,0.12989736307331248,-0.09585069735442632,0.5093088279545126,-0.0058408637858842535,0.1390092562935476,0.0304620806669802,0.4677221477337382,0.01643502955418701,0.14766364756027417,0.08710129376048602,0.3895694252767053,0.05815545451618929,0.1741852120500626,0.23383784884948827,1.0,0.042838670338251436,0.2974301688969997,-0.0011709057719016494,0.463690105203515,0.017020145749914086,0.17964647574315976,-0.013672061158200561,0.33616760124549333,0.08685024668909663,0.0543580576992966
Momentum_XLRE,0.03845313728989986,0.030563978647525296,0.4148708619655868,0.3617444547272518,-0.011176700832737073,0.017182148289691244,0.34588790574438705,0.3475202710734126,-0.08190083763864474,-0.020915952463062448,0.44495667915294673,0.3507867878062966,-0.1041288347336952,0.05722525113847338,0.010433901024314919,0.06304322533917579,0.10728961307660871,0.03168343437567034,0.3871043159498566,0.38732060716044914,-0.0022418185809651584,0.053723597440630384,0.5737076153934562,0.4500180671562774,0.03503004588548122,0.0011176490544154603,0.438366159180089,0.4179496660519431,0.02232511303777905,-0.011704968821308316,0.4630910560398573,0.42313736227478066,0.3408847311294724,0.042838670338251436,1.0,0.6558885982046518,0.07141670674690803,0.028078501244337365,0.6168340388068301,0.42684031793040494,-0.029167599108788408,0.014837216543735958,0.3784285844988788,0.25424950744164293
Trend_XLRE,0.07602322056294818,0.1699844425625988,0.3317588850569834,0.4675911503891102,0.003355253516643564,0.1583097275861954,0.287182192988131,0.4675145337370137,-0.13544788952416384,0.18196902426421413,0.29647064031111414,0.4681084343505496,-0.11812749713397099,0.12501322168292714,0.006169159249679244,0.10275096097348003,0.11236837070216231,0.17214254284526748,0.2858165378040069,0.4813995597300904,-0.07145601139729868,0.26913213419939663,0.37172073568492786,0.5684594203589272,0.056806091246982465,0.19268738903676322,0.3025593003118322,0.5170010033742519,0.062173155530361075,0.17864536876120468,0.3480950770885304,0.5174488472476748,0.39976572108395125,0.2974301688969997,0.6558885982046518,1.0,0.041199402678924045,0.2254037975410315,0.44298123820506474,0.5839231580087806,-0.08484698363382147,0.1789012481484741,0.31787530055977403,0.31064858717062155
RS20_XLU,-0.39475242862776094,-0.27471602104606935,-0.26808189837680674,-0.3735373839495286,-0.05169132283504117,-0.2143970339350197,-0.23766501676893562,-0.2924598415413345,0.3960697423273686,-0.15726097262429212,-0.02441784624668125,-0.0682796394680518,-0.009956459045725514,-0.19245626892336437,-0.08942401549607826,-0.17586260126522488,-0.2592718872810695,-0.20855056704605057,-0.28230923101164274,-0.3781076691930042,0.6016754813844828,-0.05996390826875909,0.1240887166852641,0.09989541039319667,0.092759637696002,-0.28980121320653,-0.17707891768517853,-0.2586055639956357,0.1825391432420395,-0.16334057600372687,-0.11843982198077219,-0.22017508927799775,0.6333029217987901,-0.0011709057719016494,0.07141670674690803,0.041199402678924045,1.0,0.227180444154443,0.29562646271979603,0.46885989629055863,-0.1836320975910598,-0.0992357362632744,-0.2585046366665444,-0.25377973744075905
Flow_XLU,0.025316163529648043,0.19639017692838306,-0.03517772160879541,0.10144361171574837,-0.03592585315359973,0.2092525669247333,-0.00595064799536361,0.06715490459666947,-0.03015337598047192,0.2715625619723597,0.04923067360515586,0.19599764754014645,-0.012847135081225019,0.0919605014883524,0.06807734660185323,0.05758114353571966,0.02049749306139445,0.21817433585333393,-0.029543810563792364,0.07795201232676198,-0.03543382047888864,0.399274878518522,-0.0056740677853047185,0.16235422424484722,0.09168192978475914,0.3036861841292985,-0.003796477979065773,0.12724859554833584,0.09295685124085663,0.24059184929550112,0.03422915962726572,0.13163801331101674,0.18285359225765674,0.463690105203515,0.028078501244337365,0.2254037975410315,0.227180444154443,1.0,-0.04114409054859615,0.2962463523147365,-0.11530538573230813,0.2264605233671114,0.00920882634155141,0.009508069888779141
Momentum_XLU,-0.032400338739130265,-0.0008643150593324484,0.23116509743840766,0.17198277753137803,-0.004163249720314259,0.0036138570414174943,0.1030660748448023,0.18252638800786627,-0.08255661683820995,-0.08313691934618629,0.2873033125722585,0.16944285785950483,-0.046282111832456334,-0.04976098967250622,-0.05217889065047488,-0.03426621164067401,-0.010816786544430197,0.0211715452937427,0.12317362128273276,0.20471244400314573,0.02457743260834906,-0.05935482893485484,0.5307085772167561,0.3511281211804824,-0.025953713838279265,-0.12061453562623972,0.25460467708436596,0.22299171889563754,-0.02819298862116797,-0.09698821723639253,0.2667150813330635,0.24218011454979166,0.21540345562342933,0.017020145749914086,0.6168340388068301,0.44298123820506474,0.29562646271979603,-0.04114409054859615,1.0,0.6130669741572051,-0.04846147774300295,0.13327141919361893,0.20839661515922434,0.14352045921635864
Trend_XLU,-0.12142076479618633,0.03848833489825279,0.12573455991638774,0.21849230879167886,-0.0011155436866697242,0.04399432400103944,0.10018840936503434,0.264640648052692,0.021012122476816903,0.08564214646254042,0.23273921353870097,0.35384248390396494,-0.051140905939455555,0.014505869510402527,0.027322799374678134,0.0832453260831059,-0.06347362893410596,0.06933517849270106,0.05124472986706014,0.23603362182881357,0.11107644232423504,0.16388479075321452,0.3750013618338784,0.5435094220541938,0.08595053970576542,-0.0013812403494024054,0.1978673205568797,0.3356227316334203,0.09397171249119524,0.03683227301901064,0.20629122472092892,0.31883470331451136,0.3678201725256131,0.17964647574315976,0.42684031793040494,0.5839231580087806,0.46885989629055863,0.2962463523147365,0.6130669741572051,1.0,-0.18934770811004006,0.17677374354659142,0.08757855685944577,0.1607727342605538
RS20_XLC,0.00613958805421462,-0.028394588035157924,0.053269606058154,0.062228942170458657,-0.08912181042454508,-0.013882624630507694,0.05706646664263484,-0.03931225249391729,-0.1615266868989675,-0.12500115008178395,-0.010748779593026302,-0.10429167778529545,-0.010357800140959475,-0.010501299908984367,-0.11660816366509859,-0.06883934463487255,0.11889771566381616,0.05611389727611237,0.06097434412240758,0.055075738060597686,-0.13700574221228767,-0.10142703021478171,-0.04579059964508372,-0.17028768825585414,-0.22230216656237686,-0.08312117472063738,0.05379394423482028,-0.04432390056309559,-0.15604998937512934,-0.08299373657907211,0.049538603758920684,-0.03437355316763591,-0.13278230678796038,-0.013672061158200561,-0.029167599108788408,-0.08484698363382147,-0.1836320975910598,-0.11530538573230813,-0.04846147774300295,-0.18934770811004006,1.0,0.15157874453527728,0.37856791961515557,0.4093187611977575
Flow_XLC,0.1605171178376132,0.5496509285147917,0.022621718591512983,0.18493394039079253,-0.03069817251609329,0.3937897943465239,0.02383403638539349,0.1533912236717226,-0.12463888857941825,0.4026110676579165,0.05817212707766128,0.19029725560656466,-0.05165520185142724,0.11230310401401047,0.14579075519697163,0.11032873523885961,0.031137719529182505,0.5833165679376028,-0.032226215494376986,0.12066777763730575,-0.22739123726503405,0.2939349255414976,0.06971516007219647,0.16079856864377953,-0.043541902682923635,0.3703299371633182,0.08110327659555681,0.20591292775801454,-0.05608509771326288,0.2756271731796614,0.12028563276795576,0.22331793364967556,-0.031471171481727594,0.33616760124549333,0.014837216543735958,0.1789012481484741,-0.0992357362632744,0.2264605233671114,0.13327141919361893,0.17677374354659142,0.15157874453527728,1.0,0.045596557460569516,0.178124629047495
Momentum_XLC,0.17538748165824472,0.0317939938615752,0.7356870869926583,0.605101577893705,-0.013528746718989121,-0.05535240922788331,0.6449864673693049,0.4398584433144077,-0.3329975932642521,0.03935538711247394,0.3235622405825334,0.2214267944815227,-0.17208326805908725,0.057294294537256214,0.06572129908988336,0.04190867043848085,0.21522868971485004,0.016065396368704514,0.7468344679028305,0.6165755274277509,-0.34952265175335095,0.06912161495900783,0.24262884415776131,0.18669593767027243,-0.06916705529148807,0.008503874949558862,0.6463172685478195,0.5161314667621654,-0.17008412411593676,-0.08764235741098969,0.4609217535992412,0.38464399313496866,-0.15215062998671408,0.08685024668909663,0.3784285844988788,0.31787530055977403,-0.2585046366665444,0.00920882634155141,0.20839661515922434,0.08757855685944577,0.37856791961515557,0.045596557460569516,1.0,0.7762096175506875
Trend_XLC,0.19444625988584383,0.13902146674417507,0.272769943591942,0.518171779750663,-0.06402309675072712,0.005136670388286516,0.26252722174024884,0.39740902339037487,-0.32304437165231564,0.06037005226396341,0.08475452785585957,0.23296151826947006,-0.10146476340234292,0.05038400715371547,0.023699585161303112,0.12367294629917537,0.12211797731546807,0.10338128660281802,0.21649769524525814,0.49108004992483933,-0.29669126898952464,0.0639384137481579,0.16082207042801377,0.30931603524706275,-0.051086016382557824,0.07931257277995746,0.262732128637088,0.4485668839486532,-0.09890698285660258,0.03142402287314384,0.17795335869366152,0.3609334415162809,-0.10833232639485534,0.0543580576992966,0.25424950744164293,0.31064858717062155,-0.25377973744075905,0.009508069888779141,0.14352045921635864,0.1607727342605538,0.4093187611977575,0.178124629047495,0.7762096175506875,1.0
